Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,mins,o_reb,d_reb,stl,tov,fls,team,o_reb_pct,d_reb_pct,stl_pct,tov_pct,usg_pct
135,Torrey Craig,PF,32,PHO,79,1948,.456,.518,.395,.556,.711,.566,.090,.506,96,95,110,102,91,97,34,131,10.7,-16.3,1628470,Torrey Craig,1610612756,PHX,79,44,35,24.7,24.5,16.5,1.5,0.1,0.2,2.7,3.8,1.8,0.061,0.072,1628470,Torrey Craig,1610612756,PHX,F,32.0,77,77,0.645,3.18,6.57,0.484,0.544,-0.06,1628470,Torrey Craig,1610612756,PHX,F,32.0,77,71,0.355,1.25,3.62,0.344,0.364,-0.02,24.7,1.8,3.6,0.6,0.9,2.3,PHO,8.1,16.3,1.3,12.3,13.0
136,Jae Crowder,PF,32,MIL,18,340,.479,.538,.436,.606,.833,.624,.128,.585,101,98,121,111,107,107,48,151,11.5,8.6,203109,Jae Crowder,1610612749,MIL,18,13,5,18.9,21.5,13.7,1.5,0.1,0.2,2.3,3.7,1.8,0.07,0.083,203109,Jae Crowder,1610612749,MIL,F,32.0,18,18,0.664,2.78,5.61,0.495,0.539,-0.044,203109,Jae Crowder,1610612749,MIL,F,32.0,18,18,0.336,1.28,2.83,0.451,0.36,0.091,18.9,0.9,2.9,0.7,0.4,1.5,MIL,5.4,15.3,1.7,6.6,13.2
137,Jarrett Culver,SF,23,ATL,10,137,.395,.516,.083,.407,.692,.452,.302,.279,83,94,23,75,89,78,113,72,-11.9,-12.6,1629633,Jarrett Culver,1610612737,ATL,10,5,5,13.7,14.3,9.6,0.6,0.1,0.0,1.6,1.4,0.6,0.042,0.042,1629633,Jarrett Culver,1610612737,ATL,G-F,24.0,7,5,0.648,3.29,5.0,0.657,0.539,0.118,1629633,Jarrett Culver,1610612737,ATL,G-F,24.0,7,5,0.352,1.14,2.71,0.421,0.355,0.066,13.7,1.0,2.8,0.6,0.7,1.4,ATL,7.9,22.6,2.1,12.6,17.1
138,Cade Cunningham,PG,21,DET,12,400,.415,.466,.279,.453,.837,.492,.192,.272,87,85,77,83,107,85,72,70,-41.3,-43.4,1630595,Cade Cunningham,1610612765,DET,12,3,9,33.3,50.3,65.8,6.0,1.8,0.4,12.6,17.3,8.3,0.119,0.164,1630595,Cade Cunningham,1610612765,DET,G,21.0,12,12,0.644,5.75,10.83,0.531,0.557,-0.027,1630595,Cade Cunningham,1610612765,DET,G,21.0,12,12,0.356,1.58,6.0,0.264,0.36,-0.097,33.3,1.0,5.2,0.8,3.3,2.8,DET,3.2,17.7,1.2,13.8,30.0
139,Seth Curry,SG,32,BRK,61,1211,.463,.525,.405,.568,.927,.593,.122,.517,97,96,112,104,119,102,46,133,20.4,10.9,203552,Seth Curry,1610612751,BKN,61,37,24,19.8,22.5,26.2,1.6,0.2,0.7,2.9,4.4,2.4,0.072,0.108,203552,Seth Curry,1610612751,BKN,G,32.0,56,52,0.573,2.3,4.25,0.542,0.541,0.001,203552,Seth Curry,1610612751,BKN,G,32.0,56,52,0.427,1.18,3.16,0.373,0.355,0.018,19.9,0.2,1.4,0.6,0.8,1.6,BRK,1.2,7.9,1.5,9.7,19.2
140,Stephen Curry,PG,34,GSW,56,1941,.493,.579,.427,.614,.915,.656,.248,.564,104,106,118,113,117,113,93,146,155.5,187.1,201939,Stephen Curry,1610612744,GSW,55,29,26,34.9,51.2,64.4,6.3,0.6,1.2,11.0,16.1,8.2,0.124,0.16,201939,Stephen Curry,1610612744,GSW,G,35.0,55,55,0.613,4.07,7.33,0.556,0.538,0.017,201939,Stephen Curry,1610612744,GSW,G,35.0,55,54,0.387,1.76,4.62,0.382,0.361,0.021,34.7,0.7,5.4,0.9,3.2,2.1,GSW,2.3,16.8,1.3,12.5,31.0
141,Dyson Daniels,PG,19,NOP,59,1042,.418,.492,.314,.483,.650,.503,.192,.413,88,90,87,89,83,87,72,107,-25.8,-35.3,1630700,Dyson Daniels,1610612740,NOP,59,33,26,17.7,23.4,19.1,2.3,0.3,0.2,4.1,5.9,2.8,0.097,0.12,1630700,Dyson Daniels,1610612740,NOP,G,20.0,53,51,0.664,3.02,5.85,0.516,0.536,-0.02,1630700,Dyson Daniels,1610612740,NOP,G,20.0,53,48,0.336,0.91,2.96,0.306,0.359,-0.053,17.7,0.6,2.6,0.7,1.0,1.7,NOP,3.9,16.5,2.0,20.2,11.6
142,Anthony Davis,C,29,LAL,56,1904,.563,.589,.257,.573,.784,.627,.462,.077,119,107,71,105,100,108,173,20,53.9,105.6,203076,Anthony Davis,1610612747,LAL,56,31,25,34.0,44.9,38.6,2.6,0.1,0.4,4.4,6.6,3.1,0.059,0.069,203076,Anthony Davis,1610612747,LAL,F-C,30.0,53,53,0.779,7.17,14.28,0.502,0.562,-0.06,203076,Anthony Davis,1610612747,LAL,F-C,30.0,53,52,0.221,1.3,4.06,0.321,0.365,-0.045,34.0,3.5,9.1,1.1,2.2,2.6,LAL,11.3,27.6,1.5,9.5,28.4
144,Johnny Davis,SG,20,WAS,28,423,.386,.485,.243,.436,.519,.446,.158,.409,81,89,67,80,66,77,59,106,-37.5,-49.6,1631098,Johnny Davis,1610612764,WAS,28,10,18,15.1,12.5,13.5,1.0,0.1,0.1,1.9,2.6,1.2,0.08,0.097,1631098,Johnny Davis,1610612764,WAS,G,21.0,22,17,0.58,2.0,3.14,0.638,0.544,0.093,1631098,Johnny Davis,1610612764,WAS,G,21.0,22,20,0.42,0.64,2.27,0.28,0.353,-0.073,15.1,0.4,2.0,0.4,0.6,1.7,WAS,2.7,13.9,1.2,8.5,20.5
145,Terence Davis,SG,25,SAC,64,841,.423,.537,.366,.545,.791,.563,.118,.668,89,98,102,100,101,97,44,172,.1,-14.2,1629056,Terence Davis,1610612758,SAC,64,38,26,13.1,13.4,15.1,1.0,0.1,0.1,1.8,2.6,1.3,0.078,0.095,1629056,Terence Davis,1610612758,SAC,G,26.0,60,58,0.644,2.17,3.87,0.56,0.541,0.02,1629056,Terence Davis,1610612758,SAC,G,26.0,60,49,0.356,0.88,2.13,0.414,0.369,0.045,13.1,0.3,1.9,0.7,0.8,1.6,SAC,2.7,16.1,2.4,12.2,22.2
143,JD Davison,SG,20,BOS,12,66,.421,.500,.286,.474,.500,.478,.105,.368,89,91,79,87,64,82,40,95,-2.7,-4.1,1631120,JD Davison,1610612738,BOS,12,11,1,5.5,7.2,7.3,0.9,0.0,0.1,2.1,2.2,1.0,0.128,0.14,1631120,JD Davison,1610612738,BOS,G,20.0,6,2,0.5,0.67,1.83,0.364,0.501,-0.137,1631120,JD Davison,1610612738,BOS,G,20.0,6,6,0.5,0.5,1.83,0.273,0.359,-0.086,5.5,0.2,0.6,0.2,0.3,0.4,BOS,3.4,11.4,1.5,16.8,15.8
146,Darius Days,SF,23,HOU,4,25,.417,1.000,.300,.542,1.000,.582,.167,.833,88,183,83,99,128,100,63,215,-0.1,.0,1630620,Darius Days,1610612745,HOU,4,0,4,6.2,7.5,5.5,0.3,0.0,0.0,0.8,0.8,0.3,0.033,0.033,1630620,Darius Days,1610612745,HOU,F,23.0,3,2,0.5,0.33,1.0,0.333,0.565,-0.232,1630620,Darius Days,1610612745,HOU,F,23.0,3,3,0.5,0.33,1.0,0.333,0.36,-0.027,6.3,0.3,1.3,0.0,0.0,0.5,HOU,4.3,22.2,0.0,0.0,21.4
147,Dewayne Dedmon,C,33,TOT,38,426,.510,.580,.308,.550,.673,.577,.325,.258,107,106,85,101,86,99,122,67,1.3,-1.6,203473,Dewayne Dedmon,1610612755,PHI,38,23,15,11.2,13.7,10.3,0.7,0.0,0.1,1.1,1.7,0.8,0.05,0.056,203473,Dewayne Dedmon,1610612755,PHI,C,33.0,35,34,0.768,2.29,4.46,0.513,0.558,-0.046,203473,Dewayne Dedmon,1610612755,PHI,C,33.0,35,25,0.232,0.49,1.34,0.362,0.351,0.011,11.2,0.9,2.6,0.2,0.7,2.0,PHI,9.1,28.3,1.1,12.7,20.6
150,Matthew Dellavedova,PG,32,SAC,32,213,.340,.348,.333,.430,.571,.443,.140,.540,72,63,92,79,73,76,53,139,-11.5,-14.7,203521,Matthew Dellavedova,1610612758,SAC,32,19,13,6.7,12.7,13.9,1.3,0.1,0.1,2.5,3.3,1.5,0.101,0.118,203521,Matthew Dellavedova,1610612758,SAC,G,32.0,22,17,0.512,0.91,1.91,0.476,0.526,-0.049,203521,Matthew Dellavedova,1610612758,SAC,G,32.0,22,17,0.488,0.73,1.82,0.4,0.344,0.056,6.7,0.0,0.4,0.2,0.3,0.6,SAC,0.5,6.4,1.6,15.9,12.7
151,DeMar DeRozan,SF,33,CHI,74,2682,.504,.526,.324,.522,.872,.592,.401,.109,106,96,90,96,112,102,151,28,-60.9,33.7,201942,DeMar DeRozan,1610612741,CHI,73,36,37,36.2,34.9,50.4,5.1,0.4,1.0,9.5,13.2,6.5,0.146,0.186,201942,DeMar DeRozan,1610612741,CHI,G-F,33.0,71,71,0.603,4.11,7.2,0.571,0.552,0.019,201942,DeMar DeRozan,1610612741,CHI,G-F,33.0,71,71,0.397,1.7,4.73,0.36,0.36,0.0,36.2,0.5,4.2,1.1,2.1,2.5,CHI,1.5,12.8,1.5,9.1,27.8
153,Mamadi Diakite,C,26,CLE,22,176,.480,.586,.333,.550,1.000,.560,.040,.420,101,107,92,101,128,96,15,108,.5,-2.1,1629603,Mamadi Diakite,1610612739,CLE,22,15,7,8.0,8.7,6.5,0.4,0.0,0.0,0.8,0.9,0.4,0.042,0.042,1629603,Mamadi Diakite,1610612739,CLE,F,26.0,15,12,0.728,2.67,4.47,0.597,0.546,0.051,1629603,Mamadi Diakite,1610612739,CLE,F,26.0,15,9,0.272,0.73,1.67,0.44,0.34,0.1,8.0,0.4,1.0,0.2,0.5,1.2,CLE,5.4,14.7,1.1,19.1,16.0
154,Hamidou Diallo,SF,24,DET,56,996,.573,.593,.238,.580,.588,.593,.395,.056,121,108,66,106,75,102,148,14,26.1,10.4,1628977,Hamidou Diallo,1610612765,DET,55,12,43,17.7,18.3,15.9,1.0,0.1,0.1,1.6,2.5,1.1,0.054,0.06,1628977,Hamidou Diallo,1610612765,DET,G,24.0,54,51,0.635,2.13,4.28,0.498,0.551,-0.053,1628977,Hamidou Diallo,1610612765,DET,G,24.0,54,48,0.365,0.85,2.46,0.346,0.359,-0.013,17.8,1.0,2.4,0.9,1.3,2.2,DET,6.2,15.7,2.6,13.9,21.8
155,Gorgui Dieng,C,33,SAS,31,358,.385,.571,.280,.474,.769,.493,.111,.641,81,104,78,87,98,85,42,165,-16.6,-21.7,203476,Gorgui Dieng,1610612759,SAS,30,3,27,11.3,16.2,14.8,1.6,0.1,0.0,3.0,4.1,1.8,0.101,0.111,203476,Gorgui Dieng,1610612759,SAS,C,33.0,29,27,0.724,3.03,5.52,0.55,0.554,-0.004,203476,Gorgui Dieng,1610612759,SAS,C,33.0,29,24,0.276,0.9,2.1,0.426,0.365,0.061,11.5,0.9,2.6,0.1,1.0,1.8,SAS,7.9,25.4,0.5,20.7,17.9
156,Ousmane Dieng,PF,19,OKC,39,569,.420,.602,.265,.492,.652,.505,.127,.541,88,110,74,90,83,87,48,140,-19.4,-29.2,1631172,Ousmane Dieng,1610612760,OKC,39,20,19,14.6,13.1,12.3,1.2,0.1,0.2,1.8,2.9,1.4,0.09,0.108,1631172,Ousmane Dieng,1610612760,OKC,F,20.0,35,34,0.643,2.03,3.8,0.534,0.539,-0.005,1631172,Ousmane Dieng,1610612760,OKC,F,20.0,35,29,0.357,0.69,2.11,0.324,0.338,-0.014,14.6,0.5,2.2,0.4,0.7,1.1,OKC,3.5,16.5,1.2,12.0,15.9
157,Spencer Dinwiddie,SG-PG,29,TOT,79,2725,.438,.498,.369,.524,.812,.573,.314,.467,92,91,102,96,104,99,118,120,-44.0,-20.4,203915,Spencer Dinwiddie,1610612751,BKN,79,41,38,34.5,49.7,59.4,6.5,0.5,0.7,12.0,17.3,7.7,0.131,0.155,203915,Spencer Dinwiddie,1610612751,BKN,G,30.0,74,73,0.642,3.92,7.23,0.542,0.545,-0.003,203915,Spencer Dinwiddie,1610612751,BKN,G,30.0,74,72,0.358,1.64,4.03,0.406,0.359,0.047,34.5,0.4,3.1,0.8,1.8,2.4,BRK,1.2,10.2,1.2,10.8,22.1
160,Donte DiVincenzo,SG,26,GSW,72,1894,.435,.525,.397,.574,.817,.593,.131,.700,92,96,110,105,104,102,49,181,31.1,13.9,1628978,Donte DiVincenzo,1610612744,GSW,71,41,30,26.3,37.9,32.9,3.5,0.3,0.6,6.2,9.0,4.5,0.092,0.117,1628978,Donte DiVincenzo,1610612744,GSW,G,26.0,70,69,0.656,4.29,7.59,0.565,0.542,0.023,1628978,Donte DiVincenzo,1610612744,GSW,G,26.0,70,69,0.344,1.41,3.99,0.355,0.362,-0.007,26.3,1.1,3.4,1.3,1.6,1.8,GSW,4.7,14.0,2.4,16.4,15.1
163,Luguentz Dort,SF,23,OKC,74,2272,.388,.440,.330,.466,.772,.513,.297,.468,82,80,92,85,99,88,111,121,-139.0,-134.4,1629652,Luguentz Dort,1610612760,OKC,74,36,38,30.7,21.5,28.2,2.1,0.1,0.4,4.0,5.2,2.6,0.097,0.121,1629652,Luguentz Dort,1610612760,OKC,G,24.0,68,68,0.571,3.81,7.07,0.538,0.535,0.003,1629652,Luguentz Dort,1610612760,OKC,G,24.0,68,66,0.429,1.9,5.31,0.357,0.363,-0.006,30.7,1.7,2.9,1.0,1.2,3.3,OKC,5.9,10.4,1.6,8.5,19.8
164,Ayo Dosunmu,SG,23,CHI,80,2098,.493,.583,.312,.545,.805,.567,.144,.332,104,106,87,100,103,98,54,86,-0.6,-17.6,1630245,Ayo Dosunmu,1610612741,CHI,79,39,40,26.2,32.9,32.6,2.6,0.2,0.4,4.6,6.4,3.2,0.079,0.097,1630245,Ayo Dosunmu,1610612741,CHI,G,23.0,76,75,0.597,3.22,6.09,0.529,0.534,-0.005,1630245,Ayo Dosunmu,1610612741,CHI,G,23.0,76,73,0.403,1.43,4.11,0.349,0.363,-0.013,26.2,0.6,2.2,0.8,1.2,2.3,CHI,2.5,9.3,1.4,14.0,14.9
165,Devon Dotson,PG,23,WAS,6,53,.100,.000,.250,.150,nan,.150,.000,.400,21,nan,69,28,nan,26,nan,103,-7.9,-8.6,1629653,Devon Dotson,1610612764,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,0.0,3.0,3.3,1.3,0.095,0.095,1629653,Devon Dotson,1610612764,WAS,G,23.0,4,4,0.647,1.25,2.75,0.455,0.549,-0.095,1629653,Devon Dotson,1610612764,WAS,G,23.0,4,2,0.353,0.5,1.5,0.333,0.373,-0.039,8.8,1.0,0.7,0.8,0.5,1.5,WAS,13.1,8.1,4.6,23.1,10.7
167,PJ Dozier,SF,26,SAC,16,79,.303,.471,.125,.333,nan,.333,.000,.485,64,86,35,61,nan,57,nan,125,-14.0,-16.4,1628408,PJ Dozier,1610612758,SAC,16,11,5,5.0,8.2,7.9,0.6,0.2,0.2,1.3,1.6,1.0,0.076,0.122,1628408,PJ Dozier,1610612758,SAC,G-F,26.0,9,7,0.724,0.89,2.33,0.381,0.572,-0.191,1628408,PJ Dozier,1610612758,SAC,G-F,26.0,9,4,0.276,0.33,0.89,0.375,0.335,0.04,4.9,0.1,0.8,0.4,0.3,0.4,SAC,1.5,18.7,3.6,13.2,20.6
171,Andre Drummond,C,29,CHI,67,849,.606,.613,.000,.606,.536,.606,.456,.011,127,112,nan,111,69,104,171,3,33.2,16.5,203083,Andre Drummond,1610612741,CHI,67,32,35,12.7,11.1,8.7,0.5,0.0,0.1,0.8,1.2,0.6,0.044,0.052,203083,Andre Drummond,1610612741,CHI,C,29.0,63,63,0.747,2.94,5.29,0.556,0.569,-0.013,203083,Andre Drummond,1610612741,CHI,C,29.0,63,48,0.253,0.67,1.79,0.372,0.364,0.008,12.7,2.1,4.6,0.7,1.1,1.7,CHI,18.7,40.2,2.6,18.6,21.0
172,Chris Duarte,SF,25,IND,46,897,.369,.428,.316,.452,.847,.496,.216,.523,78,78,88,83,108,85,81,135,-62.1,-61.9,1630537,Chris Duarte,1610612754,IND,46,19,27,19.5,19.5,20.3,1.4,0.1,0.1,2.5,3.4,1.6,0.071,0.08,1630537,Chris Duarte,1610612754,IND,G,26.0,44,42,0.638,3.27,6.14,0.533,0.537,-0.003,1630537,Chris Duarte,1610612754,IND,G,26.0,44,42,0.362,1.27,3.48,0.366,0.361,0.005,19.5,0.4,2.1,0.5,0.9,1.4,IND,2.4,11.9,1.3,10.1,19.0
173,David Duke Jr.,SG,23,BRK,23,228,.462,.530,.083,.468,.706,.497,.218,.154,97,97,23,86,90,86,82,40,-12.1,-14.4,1630561,David Duke Jr.,1610612751,BKN,23,10,13,9.9,8.9,9.9,0.9,0.1,0.0,2.0,2.7,1.0,0.103,0.118,1630561,David Duke Jr.,1610612751,BKN,G,23.0,17,16,0.656,2.06,3.59,0.574,0.549,0.025,1630561,David Duke Jr.,1610612751,BKN,G,23.0,17,14,0.344,0.59,1.88,0.313,0.352,-0.039,9.9,0.5,0.8,0.4,0.8,1.3,BRK,5.5,8.7,2.1,17.4,20.1
174,Kris Dunn,PG,28,UTA,22,568,.537,.550,.472,.576,.774,.606,.245,.167,113,100,131,106,99,104,92,43,13.5,11.8,1627739,Kris Dunn,1610612762,UTA,22,8,14,25.8,51.0,51.2,5.6,0.5,1.1,10.8,14.7,7.2,0.11,0.141,1627739,Kris Dunn,1610612762,UTA,G,29.0,20,20,0.554,3.3,6.15,0.537,0.537,-0.001,1627739,Kris Dunn,1610612762,UTA,G,29.0,20,20,0.446,1.75,4.95,0.354,0.367,-0.013,25.8,0.4,4.1,1.1,1.6,2.6,UTA,1.7,17.1,2.1,12.8,20.2
175,Kevin Durant,PF,34,TOT,47,1672,.560,.617,.404,.614,.919,.677,.387,.267,118,113,112,113,118,116,145,69,119.0,193.1,201142,Kevin Durant,1610612756,PHX,47,34,13,35.6,39.6,53.5,5.0,0.5,1.0,8.4,12.3,6.5,0.126,0.164,201142,Kevin Durant,1610612756,PHX,F,34.0,45,45,0.623,4.02,9.11,0.441,0.552,-0.11,201142,Kevin Durant,1610612756,PHX,F,34.0,45,45,0.377,1.98,5.51,0.359,0.351,0.008,35.6,0.4,6.3,0.7,3.3,2.1,PHO,1.2,19.5,1.0,13.4,30.7
178,Jalen Duren,C,19,DET,67,1670,.648,.652,.000,.648,.611,.655,.394,.005,136,119,nan,119,78,113,148,1,82.0,69.0,1631105,Jalen Duren,1610612765,DET,66,16,50,25.0,27.3,14.2,1.1,0.2,0.1,1.8,2.9,1.3,0.041,0.049,1631105,Jalen Duren,1610612765,DET,C,19.0,64,64,0.695,4.95,9.13,0.543,0.564,-0.022,1631105,Jalen Duren,1610612765,DET,C,19.0,64,61,0.305,1.42,4.0,0.355,0.355,0.0,24.9,3.4,5.5,0.7,1.4,2.7,DET,14.7,25.1,1.3,16.5,14.3
179,Tari Eason,PF,21,HOU,82,1767,.448,.486,.343,.493,.752,.525,.220,.261,94,89,95,90,96,90,82,67,-68.7,-81.4,1631106,Tari Eason,1610612745,HOU,82,22,60,21.6,21.6,16.5,1.1,0.1,0.2,2.1,2.8,1.4,0.05,0.063,1631106,Tari Eason,1610612745,HOU,F,22.0,78,77,0.58,2.9,5.09,0.569,0.546,0.024,1631106,Tari Eason,1610612745,HOU,F,22.0,78,76,0.42,1.5,3.68,0.408,0.36,0.048,21.5,2.4,3.7,1.2,1.2,2.3,HOU,12.0,18.9,2.6,12.2,19.3
180,Anthony Edwards,SG,21,MIN,79,2842,.459,.513,.369,.528,.756,.564,.274,.375,97,94,102,97,97,97,103,97,-53.5,-61.3,1630162,Anthony Edwards,1610612750,MIN,78,39,39,36.1,44.8,53.6,4.4,0.3,0.8,7.9,11.5,5.4,0.099,0.122,1630162,Anthony Edwards,1610612750,MIN,G,21.0,76,76,0.607,4.09,7.61,0.538,0.539,-0.001,1630162,Anthony Edwards,1610612750,MIN,G,21.0,76,75,0.393,1.78,4.93,0.36,0.363,-0.003,36.0,0.6,5.2,1.6,3.3,2.4,MIN,1.9,15.9,2.1,13.0,29.9
181,Kessler Edwards,SF,22,TOT,36,385,.387,.500,.309,.478,.733,.502,.161,.591,81,91,86,88,94,86,61,153,-12.4,-15.8,1630556,Kessler Edwards,1610612758,SAC,36,17,19,10.7,9.8,7.6,0.6,0.0,0.1,1.1,1.7,0.7,0.066,0.071,1630556,Kessler Edwards,1610612758,SAC,F,22.0,32,28,0.636,1.94,3.88,0.5,0.56,-0.06,1630556,Kessler Edwards,1610612758,SAC,F,22.0,32,26,0.364,0.72,2.22,0.324,0.367,-0.043,10.7,0.6,1.1,0.4,0.4,1.1,SAC,6.9,11.1,1.7,11.5,12.7
184,Keon Ellis,SG,23,SAC,16,71,.438,.250,.500,.625,.571,.629,.438,.750,92,46,139,115,73,108,164,194,2.6,1.8,1631165,Keon Ellis,1610612758,SAC,16,7,9,4.4,5.2,4.4,0.4,0.0,0.0,0.6,0.9,0.4,0.072,0.072,1631165,Keon Ellis,1610612758,SAC,G,23.0,8,7,0.714,1.0,1.88,0.533,0.584,-0.051,1631165,Keon Ellis,1610612758,SAC,G,23.0,8,4,0.286,0.38,0.75,0.5,0.374,0.126,4.4,0.3,0.3,0.3,0.1,0.6,SAC,6.5,6.4,3.4,5.0,12.1
185,Joel Embiid,C,28,PHI,66,2284,.548,.587,.330,.573,.857,.655,.581,.151,115,107,91,105,110,113,218,39,73.8,244.8,203954,Joel Embiid,1610612755,PHI,66,43,23,34.6,40.5,52.6,4.2,0.1,0.7,6.3,10.8,4.9,0.102,0.122,203954,Joel Embiid,1610612755,PHI,C-F,29.0,65,65,0.796,8.29,15.8,0.525,0.557,-0.032,203954,Joel Embiid,1610612755,PHI,C-F,29.0,65,63,0.204,1.32,4.06,0.326,0.362,-0.036,34.6,1.7,8.4,1.0,3.4,3.1,PHI,5.9,28.3,1.4,11.9,37.0
186,Drew Eubanks,C,25,POR,78,1584,.641,.655,.389,.651,.664,.666,.374,.054,135,120,108,119,85,115,140,14,70.8,65.8,1629234,Drew Eubanks,1610612757,POR,77,31,46,20.2,21.9,14.4,1.3,0.1,0.1,2.3,3.6,1.5,0.06,0.069,1629234,Drew Eubanks,1610612757,POR,F-C,26.0,77,77,0.789,5.14,9.78,0.526,0.557,-0.031,1629234,Drew Eubanks,1610612757,POR,F-C,26.0,77,64,0.211,0.96,2.61,0.368,0.362,0.006,20.3,1.7,3.7,0.5,0.9,2.2,POR,9.5,20.9,1.2,14.7,12.5
187,Bruno Fernando,C,24,TOT,39,405,.527,.546,.000,.527,.700,.571,.446,.036,111,100,nan,97,90,98,168,9,-4.1,-2.8,1628981,Bruno Fernando,1610612737,ATL,39,13,26,10.4,14.3,9.8,0.8,0.1,0.1,1.4,2.2,0.9,0.056,0.065,1628981,Bruno Fernando,1610612737,ATL,F-C,24.0,35,34,0.803,2.06,4.43,0.465,0.563,-0.098,1628981,Bruno Fernando,1610612737,ATL,F-C,24.0,35,23,0.197,0.57,1.09,0.526,0.342,0.184,10.4,1.4,2.1,0.2,0.6,1.9,ATL,14.5,22.8,0.7,15.7,16.3
190,Dorian Finney-Smith,PF,29,TOT,66,2009,.391,.503,.337,.505,.763,.523,.118,.675,82,92,94,93,98,90,44,174,-40.3,-61.6,1627827,Dorian Finney-Smith,1610612751,BKN,66,31,35,30.4,28.3,23.4,1.5,0.2,0.4,3.1,4.1,2.1,0.054,0.074,1627827,Dorian Finney-Smith,1610612751,BKN,F,30.0,61,60,0.706,5.0,9.23,0.542,0.551,-0.009,1627827,Dorian Finney-Smith,1610612751,BKN,F,30.0,61,59,0.294,1.41,3.85,0.366,0.362,0.004,30.4,1.7,3.1,0.8,0.9,2.2,BRK,6.5,11.5,1.4,10.5,13.2
193,Malachi Flynn,PG,24,TOR,53,691,.360,.367,.353,.457,.758,.479,.136,.550,76,67,98,84,97,82,51,142,-42.9,-52.2,1630201,Malachi Flynn,1610612761,TOR,53,29,24,13.0,20.3,21.6,1.3,0.1,0.2,2.6,3.3,1.6,0.065,0.08,1630201,Malachi Flynn,1610612761,TOR,G,25.0,42,37,0.62,2.12,3.45,0.614,0.537,0.076,1630201,Malachi Flynn,1610612761,TOR,G,25.0,42,33,0.38,0.62,2.12,0.292,0.364,-0.072,13.0,0.3,1.2,0.4,0.5,1.2,TOR,2.3,10.8,1.5,8.9,17.4
194,Simone Fontecchio,SF,27,UTA,52,766,.369,.430,.330,.470,.795,.495,.141,.612,78,78,91,86,102,85,53,158,-47.2,-57.2,1631323,Simone Fontecchio,1610612762,UTA,52,25,27,14.7,11.2,12.3,0.8,0.0,0.2,1.5,2.1,1.0,0.072,0.09,1631323,Simone Fontecchio,1610612762,UTA,F,27.0,40,38,0.572,1.85,3.08,0.602,0.547,0.055,1631323,Simone Fontecchio,1610612762,UTA,F,27.0,40,32,0.428,0.78,2.3,0.337,0.367,-0.03,14.7,0.6,1.1,0.3,0.8,1.2,UTA,4.4,7.7,0.9,10.5,20.2
195,Bryn Forbes,SG,29,MIN,25,268,.361,.432,.304,.446,1.000,.497,.181,.554,76,79,84,82,128,85,68,143,-16.5,-15.2,1627854,Bryn Forbes,1610612750,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,0.1,1.0,1.8,0.8,0.091,0.112,1627854,Bryn Forbes,1610612750,MIN,G,29.0,22,19,0.584,1.32,2.05,0.644,0.535,0.109,1627854,Bryn Forbes,1610612750,MIN,G,29.0,22,14,0.416,0.55,1.45,0.375,0.364,0.011,10.7,0.2,0.4,0.3,0.5,0.9,MIN,1.7,4.5,1.2,11.8,16.2
196,Trent Forrest,SG,24,ATL,23,277,.417,.431,.000,.417,.667,.424,.050,.033,88,79,nan,76,85,73,19,9,-15.4,-19.3,1630235,Trent Forrest,1610612737,ATL,23,9,14,12.0,16.7,15.3,1.7,0.1,0.1,3.2,4.3,1.9,0.099,0.115,1630235,Trent Forrest,1610612737,ATL,G,25.0,19,19,0.638,2.16,4.26,0.506,0.544,-0.038,1630235,Trent Forrest,1610612737,ATL,G,25.0,19,13,0.362,0.79,2.42,0.326,0.367,-0.04,12.0,0.2,1.4,0.3,0.7,0.7,ATL,2.0,12.8,1.2,19.7,11.6
