Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,mins,o_reb,d_reb,stl,tov,fls,team,o_reb_pct,d_reb_pct,stl_pct,tov_pct,usg_pct
352,Furkan Korkmaz,SG,25,PHI,37,353,.432,.462,.391,.514,.722,.552,.324,.414,91,84,108,94,92,95,122,107,-7.0,-7.5,1627788,Furkan Korkmaz,1610612755,PHI,37,24,13,9.6,9.6,10.5,0.6,0.0,0.2,1.5,1.5,0.8,0.062,0.082,1627788,Furkan Korkmaz,1610612755,PHI,G-F,25.0,28,25,0.661,1.57,2.79,0.564,0.519,0.045,1627788,Furkan Korkmaz,1610612755,PHI,G-F,25.0,28,19,0.339,0.46,1.43,0.325,0.363,-0.038,9.5,0.2,1.0,0.3,0.6,0.5,PHI,2.0,11.8,1.4,15.9,19.1
353,Luke Kornet,C,27,BOS,69,804,.665,.701,.231,.674,.821,.697,.229,.076,140,128,64,124,105,120,86,20,43.6,43.4,1628436,Luke Kornet,1610612738,BOS,69,45,24,11.7,9.8,7.0,0.8,0.0,0.1,1.3,2.1,0.9,0.079,0.095,1628436,Luke Kornet,1610612738,BOS,C-F,27.0,59,56,0.761,3.0,5.81,0.516,0.547,-0.031,1628436,Luke Kornet,1610612738,BOS,C-F,27.0,59,47,0.239,0.68,1.83,0.37,0.344,0.026,11.7,1.2,1.6,0.2,0.4,1.2,BOS,11.9,14.8,0.7,11.8,11.5
354,Vit Krejci,PG,22,ATL,29,165,.405,.625,.238,.473,.500,.475,.054,.568,85,114,66,87,64,82,20,146,-5.3,-8.0,1630249,Vit Krejci,1610612737,ATL,29,15,14,5.7,5.3,4.8,0.6,0.0,0.0,1.1,1.5,0.6,0.111,0.118,1630249,Vit Krejci,1610612737,ATL,G,23.0,15,10,0.556,1.07,1.67,0.64,0.507,0.133,1630249,Vit Krejci,1610612737,ATL,G,23.0,15,10,0.444,0.33,1.33,0.25,0.351,-0.101,5.7,0.2,0.7,0.2,0.2,0.6,ATL,3.9,13.4,1.4,11.7,10.9
355,Jonathan Kuminga,PF,20,GSW,67,1394,.525,.590,.370,.579,.652,.597,.278,.294,110,108,103,106,83,103,104,76,34.0,17.6,1630228,Jonathan Kuminga,1610612744,GSW,67,38,29,20.8,23.7,22.8,1.9,0.1,0.3,3.3,5.2,2.3,0.079,0.098,1630228,Jonathan Kuminga,1610612744,GSW,F,20.0,64,63,0.639,3.28,6.52,0.504,0.547,-0.044,1630228,Jonathan Kuminga,1610612744,GSW,F,20.0,64,58,0.361,1.23,3.69,0.335,0.357,-0.022,20.8,1.0,2.4,0.6,1.4,2.3,GSW,5.6,12.5,1.4,14.6,19.6
356,Kyle Kuzma,PF,27,WAS,64,2239,.448,.533,.333,.518,.730,.544,.208,.421,94,97,92,95,93,94,78,109,-61.4,-91.8,1628398,Kyle Kuzma,1610612764,WAS,64,29,35,35.0,35.3,40.6,3.7,0.3,0.6,6.4,9.5,4.6,0.106,0.129,1628398,Kyle Kuzma,1610612764,WAS,F,27.0,59,59,0.696,4.31,8.88,0.485,0.547,-0.062,1628398,Kyle Kuzma,1610612764,WAS,F,27.0,59,56,0.304,1.24,3.88,0.319,0.36,-0.042,35.0,0.9,6.4,0.6,3.0,2.3,WAS,2.8,19.5,0.8,13.2,27.9
357,Anthony Lamb,SF,25,GSW,62,1195,.471,.652,.367,.588,.767,.610,.191,.634,99,119,102,108,98,105,72,164,26.6,19.3,1630237,Anthony Lamb,1610612744,GSW,61,35,26,19.2,25.6,18.6,1.5,0.2,0.2,3.4,4.6,2.0,0.06,0.079,1630237,Anthony Lamb,1610612744,GSW,F,25.0,59,59,0.656,3.1,6.27,0.495,0.538,-0.043,1630237,Anthony Lamb,1610612744,GSW,F,25.0,59,56,0.344,1.17,3.29,0.356,0.366,-0.01,19.3,0.9,2.6,0.5,0.9,2.2,GSW,5.3,14.4,1.1,13.7,13.8
358,Jock Landale,C,27,PHO,69,979,.528,.621,.250,.559,.752,.595,.312,.249,111,113,69,103,96,102,117,64,9.5,10.5,1629111,Jock Landale,1610612756,PHX,69,35,34,14.2,17.1,14.1,1.0,0.1,0.2,1.8,2.6,1.3,0.058,0.074,1629111,Jock Landale,1610612756,PHX,C,27.0,66,65,0.777,3.23,6.35,0.508,0.562,-0.053,1629111,Jock Landale,1610612756,PHX,C,27.0,66,47,0.223,0.61,1.82,0.333,0.348,-0.014,14.2,1.7,2.3,0.2,0.9,1.8,PHO,13.2,18.6,0.8,13.3,19.3
359,Romeo Langford,SG,23,SAS,43,844,.467,.530,.262,.498,.696,.524,.216,.236,98,97,73,91,89,90,81,61,-24.4,-32.7,1629641,Romeo Langford,1610612759,SAS,40,13,27,19.7,13.8,13.8,1.1,0.1,0.2,2.3,2.9,1.4,0.081,0.101,1629641,Romeo Langford,1610612759,SAS,G-F,23.0,39,38,0.616,2.33,4.15,0.562,0.539,0.023,1629641,Romeo Langford,1610612759,SAS,G-F,23.0,39,34,0.384,0.95,2.59,0.366,0.359,0.008,19.6,1.3,1.3,0.6,0.7,1.6,SAS,7.1,7.7,1.3,9.6,15.4
360,Jake LaRavia,PF,21,MEM,35,414,.389,.542,.338,.516,.778,.531,.095,.747,82,99,94,95,99,91,36,193,-5.6,-10.0,1631222,Jake LaRavia,1610612763,MEM,35,22,13,11.8,10.6,7.8,0.6,0.0,0.1,1.3,1.5,0.8,0.056,0.073,1631222,Jake LaRavia,1610612763,MEM,F,21.0,30,27,0.585,1.9,3.77,0.504,0.533,-0.029,1631222,Jake LaRavia,1610612763,MEM,F,21.0,30,22,0.415,1.03,2.67,0.388,0.351,0.037,11.8,0.5,1.3,0.3,0.5,1.4,MEM,4.9,11.3,1.4,15.4,11.7
361,Zach LaVine,SG,27,CHI,77,2768,.485,.556,.375,.558,.848,.607,.308,.392,102,101,104,102,108,104,116,101,36.4,80.5,203897,Zach LaVine,1610612741,CHI,76,37,39,36.0,37.0,48.6,4.3,0.4,0.7,7.9,10.8,5.3,0.115,0.144,203897,Zach LaVine,1610612741,CHI,G,28.0,74,73,0.556,3.91,7.28,0.536,0.541,-0.005,203897,Zach LaVine,1610612741,CHI,G,28.0,74,74,0.444,1.93,5.82,0.332,0.369,-0.037,35.9,0.5,3.9,0.9,2.5,2.1,CHI,1.7,12.2,1.2,11.0,28.3
362,A.J. Lawson,SG,22,TOT,15,108,.500,.632,.400,.614,.250,.589,.182,.568,105,115,111,113,32,101,68,147,6.0,.8,1630639,A.J. Lawson,1610612742,DAL,15,5,10,7.2,6.3,6.1,0.1,0.0,0.1,0.5,0.3,0.3,0.021,0.043,1630639,A.J. Lawson,1610612742,DAL,G,22.0,8,8,0.744,2.5,4.0,0.625,0.541,0.084,1630639,A.J. Lawson,1610612742,DAL,G,22.0,8,5,0.256,0.5,1.38,0.364,0.357,0.007,7.2,0.4,1.0,0.1,0.2,0.7,DAL,6.4,16.3,0.9,5.9,21.1
365,Damion Lee,SG,30,PHO,74,1506,.442,.439,.445,.564,.904,.607,.230,.546,93,80,123,103,116,104,86,141,17.1,25.3,1627814,Damion Lee,1610612756,PHX,74,40,34,20.4,20.4,19.3,1.3,0.1,0.2,2.7,3.5,1.7,0.066,0.082,1627814,Damion Lee,1610612756,PHX,G-F,30.0,67,66,0.668,3.15,5.57,0.566,0.548,0.018,1627814,Damion Lee,1610612756,PHX,G-F,30.0,67,62,0.332,1.04,2.76,0.378,0.359,0.02,20.4,0.5,2.5,0.4,1.1,1.6,PHO,2.8,14.0,1.0,13.5,16.3
366,Saben Lee,PG,23,TOT,25,373,.405,.418,.367,.450,.737,.517,.471,.248,85,76,102,83,94,89,177,64,-23.0,-18.8,1630240,Saben Lee,1610612756,PHX,25,15,10,14.9,25.8,29.0,2.7,0.2,0.4,5.4,6.8,3.3,0.104,0.127,1630240,Saben Lee,1610612756,PHX,G,24.0,19,19,0.692,2.68,5.21,0.515,0.532,-0.017,1630240,Saben Lee,1610612756,PHX,G,24.0,19,16,0.308,0.84,2.32,0.364,0.364,0.0,14.9,0.5,1.3,0.8,1.0,1.3,PHO,3.8,9.7,2.5,14.1,19.5
369,Alex Len,C,29,SAC,26,161,.533,.571,.000,.533,.688,.580,.533,.067,112,104,nan,98,88,100,200,17,-0.7,-0.1,203458,Alex Len,1610612758,SAC,26,15,11,6.2,7.8,4.5,0.5,0.0,0.1,0.7,1.2,0.5,0.059,0.069,203458,Alex Len,1610612758,SAC,C,30.0,20,17,0.707,1.65,3.5,0.471,0.571,-0.1,203458,Alex Len,1610612758,SAC,C,30.0,20,13,0.293,0.45,1.45,0.31,0.353,-0.043,6.2,0.9,1.4,0.2,0.6,1.1,SAC,17.2,25.4,1.2,30.2,14.1
370,Kawhi Leonard,SF,31,LAC,52,1748,.512,.551,.416,.572,.871,.623,.320,.287,108,101,115,105,111,107,120,74,46.2,83.7,202695,Kawhi Leonard,1610612746,LAC,52,33,19,33.6,35.6,44.5,3.9,0.6,0.9,7.5,11.1,5.4,0.11,0.151,202695,Kawhi Leonard,1610612746,LAC,F,32.0,51,51,0.62,3.76,7.73,0.487,0.552,-0.065,202695,Kawhi Leonard,1610612746,LAC,F,32.0,51,49,0.38,1.73,4.73,0.365,0.359,0.006,33.6,1.1,5.4,1.4,1.7,1.6,LAC,3.7,17.8,2.0,8.1,27.0
371,Meyers Leonard,C,30,MIL,9,114,.483,.636,.389,.603,.889,.652,.310,.621,102,116,108,111,114,112,116,160,3.4,4.7,203086,Meyers Leonard,1610612749,MIL,9,6,3,12.6,13.1,9.4,0.1,0.0,0.0,1.0,0.2,0.1,0.008,0.008,203086,Meyers Leonard,1610612749,MIL,F-C,31.0,8,8,0.747,5.0,8.88,0.563,0.541,0.023,203086,Meyers Leonard,1610612749,MIL,F-C,31.0,8,6,0.253,1.25,3.0,0.417,0.317,0.1,12.7,1.3,2.4,0.2,0.7,1.8,MIL,11.4,19.4,0.8,15.4,14.4
372,Caris LeVert,SG,28,CLE,74,2237,.431,.462,.392,.517,.722,.546,.243,.437,91,84,109,95,92,94,91,113,-42.2,-57.7,1627747,Caris LeVert,1610612739,CLE,74,45,29,30.2,33.0,34.0,3.9,0.4,0.4,6.7,9.8,4.8,0.117,0.144,1627747,Caris LeVert,1610612739,CLE,G,28.0,69,68,0.675,3.87,7.38,0.525,0.535,-0.011,1627747,Caris LeVert,1610612739,CLE,G,28.0,69,68,0.325,1.38,3.55,0.388,0.364,0.024,30.2,0.7,3.1,1.0,1.6,2.3,CLE,2.8,12.1,1.6,12.4,18.7
373,Kira Lewis Jr.,PG,21,NOP,25,235,.455,.463,.441,.540,.864,.584,.250,.386,96,84,122,99,110,100,94,100,-1.0,.4,1630184,Kira Lewis Jr.,1610612740,NOP,25,11,14,9.4,15.3,16.6,0.9,0.2,0.2,2.3,2.5,1.3,0.06,0.084,1630184,Kira Lewis Jr.,1610612740,NOP,G,22.0,20,18,0.575,1.45,2.3,0.63,0.567,0.063,1630184,Kira Lewis Jr.,1610612740,NOP,G,22.0,20,16,0.425,0.5,1.7,0.294,0.36,-0.066,9.4,0.2,1.1,0.4,0.4,1.0,NOP,2.4,13.5,2.1,9.3,19.7
374,Damian Lillard,PG,32,POR,58,2107,.463,.574,.371,.564,.914,.645,.464,.547,97,105,103,103,117,111,174,141,45.2,183.2,203081,Damian Lillard,1610612757,POR,58,27,31,36.3,56.5,75.0,7.3,0.8,1.1,12.9,18.9,9.1,0.13,0.161,203081,Damian Lillard,1610612757,POR,G,32.0,57,57,0.652,4.26,7.35,0.58,0.546,0.034,203081,Damian Lillard,1610612757,POR,G,32.0,57,57,0.348,1.54,3.93,0.393,0.367,0.026,36.3,0.8,4.0,0.9,3.3,1.9,POR,2.4,12.8,1.2,11.7,33.8
375,Nassir Little,SF,22,POR,54,976,.442,.524,.367,.538,.717,.555,.152,.521,93,96,102,99,92,96,57,135,-4.4,-16.8,1629642,Nassir Little,1610612757,POR,54,22,32,18.1,15.3,14.1,0.9,0.1,0.1,1.7,2.5,1.2,0.061,0.076,1629642,Nassir Little,1610612757,POR,F-G,23.0,53,52,0.614,2.43,4.47,0.544,0.545,-0.001,1629642,Nassir Little,1610612757,POR,F-G,23.0,53,50,0.386,1.13,2.81,0.403,0.37,0.033,18.1,0.5,2.1,0.4,0.7,1.2,POR,3.2,13.5,1.0,10.0,16.0
376,Isaiah Livers,PF,24,DET,52,1199,.417,.541,.365,.545,.821,.567,.135,.705,88,99,101,100,105,98,51,182,-0.1,-8.8,1630587,Isaiah Livers,1610612765,DET,51,10,41,23.1,18.9,15.6,0.8,0.1,0.1,1.7,2.0,1.0,0.04,0.053,1630587,Isaiah Livers,1610612765,DET,F,24.0,50,50,0.696,3.58,6.92,0.517,0.543,-0.026,1630587,Isaiah Livers,1610612765,DET,F,24.0,50,45,0.304,1.06,3.02,0.351,0.358,-0.007,23.1,0.5,2.2,0.5,0.6,2.0,DET,2.5,11.0,1.1,9.0,11.9
377,Kenneth Lofton Jr.,PF,20,MEM,24,176,.527,.566,.353,.559,.593,.572,.290,.183,111,103,98,103,76,98,109,47,2.6,-1.9,1631254,Kenneth Lofton Jr.,1610612763,MEM,24,15,9,7.3,6.3,8.0,0.8,0.0,0.0,1.4,2.3,0.9,0.132,0.139,1631254,Kenneth Lofton Jr.,1610612763,MEM,F,20.0,16,14,0.716,1.69,3.0,0.563,0.555,0.007,1631254,Kenneth Lofton Jr.,1610612763,MEM,F,20.0,16,10,0.284,0.5,1.19,0.421,0.327,0.094,7.3,0.8,1.3,0.2,0.5,1.2,MEM,11.5,19.2,1.3,10.3,27.6
378,Kevon Looney,C,26,GSW,82,1958,.630,.632,.000,.630,.606,.639,.404,.003,133,115,nan,116,78,110,151,1,65.2,52.3,1626172,Kevon Looney,1610612744,GSW,81,43,38,23.9,34.8,23.4,2.5,0.2,0.4,4.9,6.9,3.1,0.072,0.089,1626172,Kevon Looney,1610612744,GSW,F,27.0,81,81,0.727,5.41,10.47,0.517,0.562,-0.046,1626172,Kevon Looney,1610612744,GSW,F,27.0,81,78,0.273,1.46,3.94,0.37,0.356,0.014,23.9,3.3,5.9,0.6,0.5,2.7,GSW,15.7,26.8,1.3,9.1,10.6
379,Brook Lopez,C,34,MIL,78,2373,.531,.637,.374,.606,.784,.630,.211,.405,112,116,104,111,100,108,79,104,109.6,96.7,201572,Brook Lopez,1610612749,MIL,78,57,21,30.4,20.2,22.5,1.3,0.1,0.2,2.2,3.3,1.5,0.063,0.074,201572,Brook Lopez,1610612749,MIL,C,35.0,72,72,0.792,9.03,18.43,0.49,0.557,-0.068,201572,Brook Lopez,1610612749,MIL,C,35.0,72,69,0.208,1.69,4.83,0.351,0.348,0.003,30.4,2.0,4.7,0.5,1.4,2.6,MIL,7.2,15.3,0.7,9.8,19.3
380,Robin Lopez,C,34,CLE,37,299,.640,.648,.500,.653,.778,.675,.240,.053,135,118,139,120,99,116,90,14,16.2,15.6,201577,Robin Lopez,1610612739,CLE,37,25,12,8.1,6.0,5.6,0.5,0.0,0.0,0.7,1.5,0.6,0.085,0.099,201577,Robin Lopez,1610612739,CLE,C,35.0,31,30,0.853,2.42,4.87,0.497,0.557,-0.06,201577,Robin Lopez,1610612739,CLE,C,35.0,31,16,0.147,0.26,0.84,0.308,0.335,-0.028,8.1,0.6,0.8,0.1,0.7,1.2,CLE,9.1,11.0,0.3,23.2,16.1
381,Kevin Love,PF,34,TOT,62,1240,.389,.516,.334,.506,.879,.548,.215,.698,82,94,93,93,112,94,81,180,-33.4,-30.5,201567,Kevin Love,1610612748,MIA,62,35,27,20.0,28.6,20.9,1.9,0.2,0.2,2.8,4.6,2.3,0.065,0.08,201567,Kevin Love,1610612748,MIA,F-C,34.0,59,58,0.714,3.42,6.19,0.553,0.559,-0.006,201567,Kevin Love,1610612748,MIA,F-C,34.0,59,55,0.286,0.9,2.47,0.363,0.352,0.011,20.0,1.0,5.5,0.3,1.1,1.6,MIA,5.5,32.6,0.6,13.1,19.2
384,Kyle Lowry,PG,36,MIA,55,1718,.404,.509,.345,.514,.859,.565,.278,.639,85,93,96,94,110,97,104,165,-29.9,-17.9,200768,Kyle Lowry,1610612748,MIA,55,30,25,31.2,56.3,53.9,5.1,0.5,0.4,10.5,13.1,6.1,0.091,0.108,200768,Kyle Lowry,1610612748,MIA,G,37.0,52,51,0.594,3.98,6.87,0.58,0.546,0.034,200768,Kyle Lowry,1610612748,MIA,G,37.0,52,50,0.406,1.69,4.69,0.361,0.362,-0.002,31.2,0.8,3.3,1.0,1.9,2.6,MIA,2.8,12.9,1.7,15.9,16.7
385,Trey Lyles,PF,27,SAC,74,1247,.458,.595,.362,.565,.815,.607,.304,.588,96,109,100,104,104,105,114,152,16.1,24.3,1626168,Trey Lyles,1610612758,SAC,74,43,31,16.9,19.1,14.6,0.9,0.0,0.1,1.7,2.3,1.1,0.047,0.055,1626168,Trey Lyles,1610612758,SAC,F,27.0,72,69,0.642,2.51,4.63,0.544,0.55,-0.007,1626168,Trey Lyles,1610612758,SAC,F,27.0,72,69,0.358,1.01,2.58,0.392,0.345,0.047,16.9,0.9,3.1,0.4,0.9,1.3,SAC,6.3,21.1,1.0,12.2,18.1
387,Sandro Mamukelashvili,C,23,TOT,43,660,.422,.511,.303,.487,.684,.516,.248,.430,89,93,84,89,88,89,93,111,-26.8,-33.5,1630572,Sandro Mamukelashvili,1610612759,SAS,41,22,19,15.0,20.2,15.0,1.4,0.2,0.1,2.6,3.8,1.8,0.069,0.087,1630572,Sandro Mamukelashvili,1610612759,SAS,F-C,24.0,35,35,0.719,3.69,6.2,0.594,0.55,0.045,1630572,Sandro Mamukelashvili,1610612759,SAS,F-C,24.0,35,29,0.281,0.77,2.43,0.318,0.355,-0.038,15.3,1.6,2.7,0.3,0.8,1.2,SAS,11.2,19.0,1.0,12.1,18.2
390,Terance Mann,SG,26,LAC,81,1872,.519,.598,.389,.593,.780,.619,.225,.378,109,109,108,109,100,106,85,98,49.6,43.5,1629611,Terance Mann,1610612746,LAC,81,44,37,23.1,28.7,26.4,2.3,0.2,0.3,3.9,6.0,2.8,0.079,0.098,1629611,Terance Mann,1610612746,LAC,G-F,26.0,80,80,0.685,3.34,6.08,0.549,0.549,0.001,1629611,Terance Mann,1610612746,LAC,G-F,26.0,80,76,0.315,0.96,2.8,0.344,0.363,-0.019,23.1,1.0,2.5,0.5,1.0,1.8,LAC,4.7,11.8,1.1,12.2,15.3
391,Tre Mann,PG,21,OKC,67,1183,.393,.475,.315,.474,.764,.492,.110,.513,83,87,87,87,98,85,41,132,-71.3,-93.6,1630544,Tre Mann,1610612760,OKC,67,31,36,17.7,20.8,23.2,1.8,0.1,0.4,3.4,4.7,2.4,0.086,0.114,1630544,Tre Mann,1610612760,OKC,G,22.0,59,56,0.624,2.47,4.44,0.557,0.535,0.022,1630544,Tre Mann,1610612760,OKC,G,22.0,59,50,0.376,0.86,2.68,0.323,0.353,-0.03,17.7,0.4,1.9,0.6,0.9,1.5,OKC,2.4,11.8,1.6,10.6,20.7
393,Lauri Markkanen,PF,25,UTA,66,2273,.499,.585,.391,.586,.875,.640,.348,.446,105,107,109,107,112,110,131,115,93.4,155.8,1628374,Lauri Markkanen,1610612762,UTA,66,32,34,34.4,28.6,30.6,1.9,0.1,0.3,3.5,4.9,2.2,0.065,0.078,1628374,Lauri Markkanen,1610612762,UTA,F-C,26.0,62,62,0.722,4.71,9.6,0.491,0.552,-0.061,1628374,Lauri Markkanen,1610612762,UTA,F-C,26.0,62,58,0.278,1.31,3.69,0.354,0.362,-0.008,34.4,2.0,6.7,0.6,1.9,2.1,UTA,6.3,20.7,0.9,8.8,26.6
394,Naji Marshall,SF,25,NOP,77,1792,.433,.513,.303,.490,.789,.539,.306,.382,91,94,84,90,101,93,115,99,-62.7,-55.3,1630230,Naji Marshall,1610612740,NOP,77,40,37,23.3,28.9,26.5,2.5,0.2,0.3,4.4,6.2,3.0,0.085,0.103,1630230,Naji Marshall,1610612740,NOP,F,25.0,72,70,0.609,3.06,5.39,0.567,0.548,0.019,1630230,Naji Marshall,1610612740,NOP,F,25.0,72,69,0.391,1.29,3.46,0.373,0.36,0.013,23.3,0.6,3.0,0.7,1.3,1.5,NOP,3.0,14.6,1.5,13.0,17.8
395,Caleb Martin,SF,27,MIA,71,2077,.464,.545,.356,.540,.805,.571,.206,.431,98,99,99,99,103,98,77,111,-5.6,-11.9,1628997,Caleb Martin,1610612748,MIA,71,38,33,29.3,28.5,25.6,1.6,0.3,0.3,3.5,4.7,2.2,0.058,0.078,1628997,Caleb Martin,1610612748,MIA,F,27.0,67,67,0.615,5.03,8.3,0.606,0.54,0.066,1628997,Caleb Martin,1610612748,MIA,F,27.0,67,65,0.385,1.84,5.19,0.353,0.361,-0.008,29.3,1.2,3.6,1.0,1.1,2.0,MIA,4.8,15.0,1.7,11.5,14.4
396,Cody Martin,SF,27,CHO,7,134,.389,.500,.214,.431,.571,.448,.194,.389,82,91,59,79,73,77,73,100,-8.3,-10.4,1628998,Cody Martin,1610612766,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,0.0,2.4,4.1,1.6,0.104,0.104,1628998,Cody Martin,1610612766,CHA,F,27.0,5,5,0.521,3.4,5.0,0.68,0.541,0.139,1628998,Cody Martin,1610612766,CHA,F,27.0,5,5,0.479,2.0,4.6,0.435,0.365,0.069,19.1,1.1,2.3,0.6,0.3,1.9,CHO,6.2,13.0,1.4,4.9,12.9
397,Kenyon Martin Jr.,SF,22,HOU,82,2292,.569,.679,.315,.617,.680,.635,.308,.300,120,124,87,113,87,109,116,77,102.8,88.4,1630231,Kenyon Martin Jr.,1610612745,HOU,82,22,60,28.0,23.9,23.5,1.5,0.1,0.2,2.7,4.0,1.8,0.063,0.074,1630231,Kenyon Martin Jr.,1610612745,HOU,F,22.0,79,76,0.532,2.56,4.58,0.558,0.555,0.003,1630231,Kenyon Martin Jr.,1610612745,HOU,F,22.0,79,76,0.468,1.56,4.04,0.386,0.362,0.024,28.0,1.5,4.0,0.5,1.1,1.8,HOU,6.0,15.8,0.9,10.0,16.4
398,Tyrese Martin,SG,23,ATL,16,66,.391,.500,.143,.413,1.000,.440,.087,.304,82,91,40,76,128,76,33,79,-6.1,-6.8,1631213,Tyrese Martin,1610612737,ATL,16,10,6,4.1,3.8,3.5,0.1,0.0,0.1,0.5,0.3,0.2,0.033,0.05,1631213,Tyrese Martin,1610612737,ATL,G,24.0,7,4,0.455,0.57,0.71,0.8,0.525,0.275,1631213,Tyrese Martin,1610612737,ATL,G,24.0,7,4,0.545,0.43,0.86,0.5,0.366,0.134,4.1,0.3,0.4,0.1,0.1,0.1,ATL,8.2,11.7,0.7,7.7,16.5
399,Garrison Mathews,SG,26,TOT,54,686,.363,.476,.350,.520,.906,.573,.264,.896,76,87,97,95,116,99,99,231,-10.2,-3.8,1629726,Garrison Mathews,1610612737,ATL,54,16,38,12.7,9.4,9.8,0.5,0.0,0.1,0.8,1.2,0.6,0.051,0.063,1629726,Garrison Mathews,1610612737,ATL,G,26.0,48,44,0.533,1.6,2.85,0.562,0.538,0.024,1629726,Garrison Mathews,1610612737,ATL,G,26.0,48,39,0.467,0.75,2.5,0.3,0.367,-0.067,12.7,0.2,1.1,0.4,0.4,1.1,ATL,1.7,10.0,1.7,7.8,14.7
402,Bennedict Mathurin,SG,20,IND,78,2222,.434,.488,.323,.487,.828,.566,.477,.326,91,89,89,89,106,97,179,84,-111.1,-35.8,1631097,Bennedict Mathurin,1610612754,IND,78,33,45,28.5,24.0,30.7,1.5,0.2,0.3,2.8,4.1,2.0,0.062,0.082,1631097,Bennedict Mathurin,1610612754,IND,G-F,21.0,74,74,0.636,3.74,6.81,0.55,0.551,-0.001,1631097,Bennedict Mathurin,1610612754,IND,G-F,21.0,74,72,0.364,1.61,3.89,0.413,0.366,0.048,28.5,1.1,3.0,0.6,1.9,2.1,IND,4.4,11.5,1.0,11.7,24.6
403,Wesley Matthews,SF,36,MIL,52,820,.362,.528,.315,.484,.857,.519,.175,.775,76,96,87,89,110,89,66,200,-19.5,-21.3,202083,Wesley Matthews,1610612749,MIL,52,37,15,15.8,10.5,8.6,0.7,0.1,0.1,1.4,1.8,0.8,0.062,0.081,202083,Wesley Matthews,1610612749,MIL,G,36.0,47,44,0.664,2.19,4.13,0.531,0.546,-0.016,202083,Wesley Matthews,1610612749,MIL,G,36.0,47,37,0.336,0.74,2.09,0.357,0.368,-0.011,15.8,0.7,1.5,0.4,0.3,1.4,MIL,4.5,9.7,1.2,9.5,9.8
404,Tyrese Maxey,SG,22,PHI,60,2016,.481,.513,.434,.568,.845,.605,.233,.404,101,94,120,104,108,104,88,104,42.4,47.7,1630178,Tyrese Maxey,1610612755,PHI,60,39,21,33.6,48.9,55.4,3.5,0.6,0.5,6.4,9.6,4.6,0.072,0.094,1630178,Tyrese Maxey,1610612755,PHI,G,22.0,58,58,0.588,3.19,5.84,0.546,0.533,0.013,1630178,Tyrese Maxey,1610612755,PHI,G,22.0,58,57,0.412,1.45,4.1,0.353,0.361,-0.008,33.6,0.4,2.6,0.8,1.3,2.2,PHI,1.4,8.8,1.2,7.4,24.1
405,Skylar Mays,PG,25,POR,6,189,.500,.524,.462,.588,.923,.624,.191,.382,105,96,128,108,118,107,72,99,5.8,6.3,1630219,Skylar Mays,1610612757,POR,5,1,4,33.3,65.2,68.8,8.6,0.8,0.4,13.8,21.0,9.8,0.132,0.15,1630219,Skylar Mays,1610612757,POR,G,25.0,6,6,0.634,4.5,7.5,0.6,0.557,0.043,1630219,Skylar Mays,1610612757,POR,G,25.0,6,6,0.366,2.0,4.33,0.462,0.388,0.074,31.5,0.3,2.8,1.0,1.7,1.8,POR,1.2,10.4,1.5,11.9,19.3
406,Miles McBride,PG,22,NYK,64,760,.358,.457,.299,.451,.667,.475,.195,.623,75,83,83,83,85,82,73,161,-40.5,-49.4,1630540,Miles McBride,1610612752,NYK,64,36,28,11.9,14.2,14.6,1.1,0.1,0.2,2.0,3.0,1.4,0.079,0.099,1630540,Miles McBride,1610612752,NYK,G,22.0,53,46,0.59,1.94,3.66,0.531,0.536,-0.005,1630540,Miles McBride,1610612752,NYK,G,22.0,53,42,0.41,0.87,2.55,0.341,0.358,-0.017,11.9,0.2,0.6,0.6,0.4,0.9,NYK,1.9,5.4,2.4,9.7,14.6
